"Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords"
"The rising zinc anodes for high-energy aqueous batteries","2021","EnergyChem","129","10.1016/j.enchem.2021.100052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107129301&doi=10.1016%2Fj.enchem.2021.100052&partnerID=40&md5=4e01b8b1060baa0df9ffa4a9ae05ddf9","Aqueous zinc-metal batteries have gained widespread attention because of their high safety, large capacity, cost effectiveness, and environmental friendliness. However, zinc anodes have long encountered with dendrite formation, inferior cycle life and low coulombic efficiency, which severely hinder the practical application. Here, the latest advances of zinc metal anodes for aqueous zinc-metal batteries are reviewed. The merits of zinc metal anodes, the reaction mechanisms in different media, and the issues faced are firstly summarized. Then the prominent progresses of zinc anodes in aqueous media are highlighted, including electrolyte optimization, host construction, interface modification, anode structure design, and working model regulation. Finally, the remaining challenges of zinc anodes are fully discussed, and the future perspectives of pursing stable zinc metal anodes by integrating multi-strategies, conducting in situ study of zinc plating/stripping behavior, exploring advanced cathode materials, and developing smart devices are also provided. © 2022 Elsevier B.V., All rights reserved.","Corrosion; Hydrogen Evolution; Zinc Dendrite; Zinc Metal Anodes; Zinc-metal Batteries; Anodes; Cathodes; Cost Effectiveness; Electrolytes; Metals; Aqueous Batteries; Energy; Hydrogen-evolution; Metal Anodes; Zinc Anodes; Zinc Dendrites; Zinc Metal; Zinc Metal Anode; Zinc-metal Battery; Corrosion"
"Rechargeable Al-ion batteries","2021","EnergyChem","76","10.1016/j.enchem.2020.100049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106511065&doi=10.1016%2Fj.enchem.2020.100049&partnerID=40&md5=df27ce80baa9927a0d2ed5fd41a34641","Aluminum (Al) is the most abundant metal element in earth crust, together with low cost and high safety. Al-ion batteries (AIBs) have been regarded as potential alternatives to lithium-ion batteries (LIBs) in large scale applications and attracted much attention in current days. In this review, recent developments of AIBs including the electrolyte exploration, electrode design and Al protection are summarized. Both aqueous and non-aqueous electrolytes exhibit important benefits for AIBs, especially ionic liquid electrolytes with high stripping/plating efficiency, which are preferentially discussed here. Furthermore, we highlight the design principles and electrochemical mechanism for carbons, metal compounds as well as new-type positive electrode materials for high-performance AIBs. Besides, we focus on the negative electrode protection with suitable coating layers to reduce dendrite formation and improve electrochemical activation of Al negative electrodes. The accessible characterization techniques that promote the development of AIBs are discussed. Finally, prospects and outlooks of AIBs towards theoretical investigations and practical applications are provided. © 2022 Elsevier B.V., All rights reserved.","Al Protection; Al-ion Batteries; Electrode Design; Electrolyte Exploration; Aluminum Coatings; Electrochemical Electrodes; Ionic Liquids; Ions; Lithium-ion Batteries; Structural Geology; Al-ions; Aluminum Ions; Aluminum Protection; Aluminum-ion Battery; Earth's Crust; Electrode Design; Electrolyte Exploration; Ion Batteries; Metal Elements; Negative Electrode; Electrolytes"
"Enhanced solar-to-chemical energy conversion of graphitic carbon nitride by two-dimensional cocatalysts","2021","EnergyChem","111","10.1016/j.enchem.2021.100051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105846819&doi=10.1016%2Fj.enchem.2021.100051&partnerID=40&md5=45ced51c24b8a34e4f59b071da103d4f","The appropriate band structure endows graphitic carbon nitride (g-C<inf>3</inf>N<inf>4</inf>) with benign redox ability and visible light response, resulting in its popularity in photocatalysis. Given the inferior solar-to-chemical (STC) energy conversion of single-component g-C<inf>3</inf>N<inf>4</inf>, loading cocatalysts is serviceable in advancing its photocatalytic activity. In particular, two-dimensional (2D) cocatalysts that could form 2D/2D heterojunctions with g-C<inf>3</inf>N<inf>4</inf> stand out due to several advantages in which the large-area contact interface with g-C<inf>3</inf>N<inf>4</inf> predominates. Herein, the basic information of g-C<inf>3</inf>N<inf>4</inf> was first introduced. Then, representative 2D cocatalysts (e.g., graphene, graphdiyne, molybdenum disulfide, black phosphorus, and MXenes) used to strengthen the STC energy conversion of g-C<inf>3</inf>N<inf>4</inf> were presented. Afterwards, the foremost achievements of g-C<inf>3</inf>N<inf>4</inf> decorated with 2D cocatalysts in STC energy conversion were described in terms of photocatalytic hydrogen evolution, carbon dioxide reduction, hydrogen peroxide production, and nitrogen fixation. Finally, the future development and challenge of photocatalysts decorated with 2D cocatalysts were prospected. This paper could hopefully deepen the readers’ understanding of 2D cocatalysts in photocatalysis and attach importance to 2D cocatalysts described in this paper and many others not mentioned. © 2022 Elsevier B.V., All rights reserved.","2d Cocatalyst; 2d/2d Heterojunction; Energy Conversion; G-c3n4; Photocatalysis; Carbon Dioxide; Carbon Nitride; Energy Conversion; Hydrogen Production; Layered Semiconductors; Molybdenum Disulfide; Nitrogen Fixation; Photocatalytic Activity; Pollution Control; 2d Cocatalyst; 2d/2d Heterojunction; Chemical Energy; Co Catalysts; G-c3n4; Graphitic Carbon Nitrides; Photocatalytic Activities; Single Components; Two-dimensional; Visible-light-response; Heterojunctions"
"Bimetallic nanoparticles as cocatalysts for versatile photoredox catalysis","2021","EnergyChem","151","10.1016/j.enchem.2020.100047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105733800&doi=10.1016%2Fj.enchem.2020.100047&partnerID=40&md5=60c2f269c0e0209a7ead9d43646a2b38","Semiconductor photocatalysis is considered as a cutting-edge research topic for the production of value-added fuels and chemicals to confront the global energy crisis. In order to improve the solar-to-chemical conversion efficiency of pristine semiconductors, combining them with cocatalysts to form heterostructures has been extensively investigated. Among studied formulations, bimetallic nanoparticles (NPs), featuring enhanced light harvesting, efficient capture of photogenerated electrons and abundant surface active sites are ideal cocatalysts to improve the photocatalytic performance of semiconductor-based photocatalysts. In this review, we begin with a concise overview of representative synthesis and characterization methods of bimetallic NPs. Then, we predominantly summarize the typical applications of semiconductor/bimetallic NPs-based composites in photoredox catalysis, including hydrogen evolution, carbon dioxide reduction, selective organic synthesis and environmental remediation. In particular, we highlight the regulatory effects of parameters of bimetallic NPs (composition, structure, morphology, size, atomic arrangement, loading position, etc.) on the photocatalytic activity and selectivity. Finally, the remaining challenges and future perspectives for the utilization of bimetallic NPs in photoredox catalysis are discussed and anticipated to stimulate the sparkling ideas in the construction of high-efficiency semiconductor/bimetallic NPs-based photocatalytic systems. © 2022 Elsevier B.V., All rights reserved.","Bimetallic Nanoparticles; Highly Efficient Cocatalysts; Photocatalytic Applications; Synergistic Effect; Carbon Dioxide; Energy Policy; Nanoparticles; Photocatalytic Activity; Pollution Control; Bimetallic Nanoparticles; Co Catalysts; Cutting Edges; Global Energy; Highly Efficient Cocatalyst; Photocatalytic Application; Photoredox Catalysis; Research Topics; Semiconductor Photocatalysis; Synergistic Effect; Morphology"
"Catalytic conversion of C1 molecules under mild conditions","2021","EnergyChem","55","10.1016/j.enchem.2020.100050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105343956&doi=10.1016%2Fj.enchem.2020.100050&partnerID=40&md5=8d77de05637df3b3d30854f792a0e0c8","C1 catalysis based on the transformation of methane, carbon monoxide, methanol and carbon dioxide offers great potential for the sustainable production of fuels and chemicals in response to the decrease of the energy consumption and plant maintenance. While the relatively inert nature of C–H and C–O bond (e.g., methane and carbon dioxide) and uncontrollable coupling of C–C bond render the selective activation and controllable transformation of C1 molecules to high-value-added products challenging in C1 chemistry. Catalytic conversion of C1 energy molecules under mild conditions enables a better control of the selectivity of the desired products, however, which requires highly active catalysts to lower the reaction energy barriers. Besides designing efficient catalysts to promote C1 molecules conversion, employing electro-catalysis and photo-catalysis to circumvent the thermodynamic limitations is regarded as promising ways for C1 catalysis at low temperatures. Benefiting from the advanced technology for catalyst synthesis, reactor design, mechanism understanding, catalytic conversion of C1 molecules under mild conditions has made significant progress from 2010 to 2020. In this review, we summarized the typical catalytic processes and representative catalysts for transforming methane, carbon monoxide, methanol and carbon dioxide into high value-added chemicals with a reaction temperatures below 200 °C driven by thermo-catalysis, electro-catalysis, and photo-catalysis. Besides, a short perspective is offered to highlight possible future research directions towards C1 molecules conversion under mild conditions. It is expected to provide a useful reference for the readers to design better catalysts and reaction process for mild conversion of C1 molecules efficiently in future. © 2022 Elsevier B.V., All rights reserved.","Active Sites; C1 Catalysis; Mild Reaction Conditions; Reaction Mechanism; Carbon Dioxide; Carbon Monoxide; Catalysis; Catalyst Selectivity; Chemical Bonds; Energy Utilization; Methane; Methanol; Methanol Fuels; Synthesis (chemical); Active Site; C1 Catalyse; Catalytic Conversion; Condition; Electro Catalysis; Mild Reaction Conditions; Photo-catalysis; Reaction Mechanism; Sustainable Production; ]+ Catalyst; Molecules"
"Covalent organic framework based lithium-ion battery: Fundamental, design and characterization","2021","EnergyChem","143","10.1016/j.enchem.2020.100048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104463278&doi=10.1016%2Fj.enchem.2020.100048&partnerID=40&md5=d02fa5aafc7b5a08941ec0d76c2d80bb","Lithium-ion batteries have become a staple in modern technology. Development of the next-generation batteries with higher energy storage capacity, light weight, and long lifetime is highly dependent on the advancement of novel materials utilized in each battery component. A recently emerging approach has been to utilize Covalent Organic Frameworks (COFs) to rationally design cathode, anode, and electrolyte materials for LIBs. COFs have many desirable properties, such as porosity, robust backbone, and customizable structure, for applications in LIBs. In this review, we discuss the electrochemical characterization of lithium ion batteries, general COF design principles, and examples of COF-based cathodes, anodes, and electrolytes to highlight the great potential and current obstacles in this rapidly developing field. © 2022 Elsevier B.V., All rights reserved.","Covalent Organic Framework; Electrochemistry; Lithium-ion Battery; Organic Electrode; Redox Active; Anodes; Cathodes; Electrolytes; Ions; Redox Reactions; Cathodes Material; Covalent Organic Frameworks; Energy Storage Capacity; Fundamental Design; Light Weight; Long Lifetime; Modern Technologies; Novel Materials; Organic Electrodes; Redox-active; Lithium-ion Batteries"
"Recent advances in stability of organic solar cells","2021","EnergyChem","84","10.1016/j.enchem.2020.100046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103153790&doi=10.1016%2Fj.enchem.2020.100046&partnerID=40&md5=47067b9b5fddc5c55d53288dd234cd69","Organic solar cells have achieved rapid development over the last few years, benefitting from the emerging of new non-fullerene acceptors (NFAs). The reported power conversion efficiency of OSCs has achieved over 18% up to now, however, the inferior stability issue restricts its commercialization, which stimulates the interest of scientists to explore it in-depth as well. Thus, we discuss the mechanisms of the instability in OSC devices, comprehensively summarize the progress of OSC stability in recent years and propose a series of solutions that improve the stability in this review. Although the highly-stable OSCs with extrapolated lifetime over several decades have been reported, the biggest drawback of them is the insufficient PCE. Thereby, investigating efficient OSCs with high-stability is required. We expect this review can provide some guidelines to address the instability of OSCs for feasible commercialization in the future. © 2022 Elsevier B.V., All rights reserved.","Mechanism; Organic Solar Cells; Outlook; Progress; Stability; Stability; Commercialisation; Highly Stables; Outlook; Power Conversion Efficiencies; Progress; Stability Issues; Organic Solar Cells"
"Recent progress and perspectives of defective oxide anode materials for advanced lithium ion battery","2020","EnergyChem","77","10.1016/j.enchem.2020.100045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120862219&doi=10.1016%2Fj.enchem.2020.100045&partnerID=40&md5=f436047d864bb3a7ae192122659539e9","Lithium ion batteries (LIBs) have become an indispensable part of human development and our lives, from spaceships to deep-sea submersibles as well as ordinary electronics. Since it was proposed in the 1970s and commercialized in 1991, LIBs have been pursuing higher energy, higher power, higher safety and higher durability. Therefore, there is an urgent need to develop more efficient anode materials to overcome the capacity and rate bottlenecks of commercial graphite. Oxide anodes stand out in terms of high capacity and working potential, e.g., Li<inf>4</inf>Ti<inf>5</inf>O<inf>12</inf> has been a high-performance safe anode material. Yet developed early, most of oxide anodes suffer from low conductivity, low initial coulombic efficiency and large volume change during lithium/delithiation process. Recently, defect engineering has significantly improved the performance of oxide anodes and alleviated the above problems. In this review, we present the fundamentals, challenges and recent research progress on defective oxide anodes of LIBs. Firstly, the development history of LIBs and oxide anode is briefly introduced. Then, the definition, classification, preparation method, structure-function relationship between defect structure and electrochemical performance are introduced in detail, as well as the development perspective of defect oxide anode. © 2022 Elsevier B.V., All rights reserved.","Anode Material; Defective Oxide; Lithium-ion Battery; Oxygen Vacancy; Anodes; Defects; Ions; Lithium Compounds; Oxygen; Titanium Compounds; Advanced Lithium-ion Batteries; Anode Material; Deep-sea Submersibles; Defective Oxides; Energy; High Power; Human Development; Oxide Anode; Performance; Recent Progress; Lithium-ion Batteries"
"Recent advances on TiO2-based photocatalytic CO2 reduction","2020","EnergyChem","87","10.1016/j.enchem.2020.100044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103393237&doi=10.1016%2Fj.enchem.2020.100044&partnerID=40&md5=eb3371e67bf84b39189f62bdafe8debe","The sufficient supply of energy remains one of the most important challenges for a sustainable development of our society. In this respect, capturing sunlight energy by photocatalytic reduction of the greenhouse gas CO<inf>2</inf> is interesting. In a more general way, the smart use of CO<inf>2</inf> as C<inf>1</inf>-feedstock and its conversion to valuable carbon-based materials and energy sources can be the basis to establish a closed-CO<inf>2</inf> cycle. This review summarizes recent advances in photocatalytic utilization of CO<inf>2</inf> catalyzed by most prominent TiO<inf>2</inf> based systems. The influences of different structures (i.e. crystal phase, morphology, vacancies, and defects), co-catalysts, and reaction conditions onto the catalyst performance are specifically highlighted. Furthermore, the reader attention is drawn to the oxidation counter reaction, which has been often neglected in the past. © 2022 Elsevier B.V., All rights reserved.","C1 Products; Carbon Dioxide; Photocatalysis; Reduction; Titanium Dioxide; Carbon Dioxide; Catalysts; Greenhouse Gases; Photocatalysis; % Reductions; C1 Product; Carbon Based Materials; Co 2 Reduction; Energy; Energy Source; Greenhouses Gas; Material Sources; Photo-catalytic; Photocatalytic Reduction; Titanium Dioxide"
"Multifunctional porous aromatic frameworks: State of the art and opportunities","2020","EnergyChem","57","10.1016/j.enchem.2020.100037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102534718&doi=10.1016%2Fj.enchem.2020.100037&partnerID=40&md5=84f257e3e40b3afcfa8248768e8e3b60","Porous aromatic frameworks (PAFs) are amorphous porous materials that are known for their large surface area, versatile structure, and high thermal/chemical stability. PAFs are constructed via a bottom-up approach from rigid organic building units that have a predesigned geometry and are connected through irreversible C−C bonds. Due to their intriguing and tailorable structures, PAFs are widely deployed in catalysis, ion/molecule storage, and many other valuable applications. This review summarizes the recent progress on PAFs and PAF derivatives, including their design, synthesis, and applications. We conduct a detailed correlation investigation between the structural and chemical features of PAFs and their potential functions. The significant advantages (and disadvantages) and opportunities of PAFs are also discussed for the development of next-generation porous materials in the future for practical applications. © 2022 Elsevier B.V., All rights reserved.","Adsorption And Separation; Catalysis; Paf Derivatives; Porous Aromatic Frameworks; Storage; Aromatic Compounds; Aromatization; Porous Materials; Adsorption And Separation; Bottom Up Approach; Building Units; High Thermal; Large Surface Area; Organics; Paf Derivative; Porous Aromatic Framework; State Of The Art; Thermal/chemical Stability; Catalysis"
"Hole (donor) and electron (acceptor) transporting organic semiconductors for bulk-heterojunction solar cells","2020","EnergyChem","80","10.1016/j.enchem.2020.100042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097460323&doi=10.1016%2Fj.enchem.2020.100042&partnerID=40&md5=13a89e0d0bdd1d134eacc90ace39bbfc","The field of bulk heterojunction (BHJ) organic photovoltaics (OPVs) or solar cells (OSCs) has experienced a dramatic advance toward a competitive technology reflecting the introduction of new materials, tuning of materials combinations, and optimization of the device architecture. Thus, binary BHJ OSCs with power conversion efficiencies surpassing 18% have been demonstrated. In this review we discuss recent developments in the area of π-conjugated small-molecule and polymeric semiconductors for organic BHJ-OSCs focusing on both electron-donor (hole-transporting) and electron-acceptor (electron-transporting) semiconductors developed during the past three years. Thus, several families of semiconductor materials including donor-acceptor (D-A) polymers, fullerene, and non-fullerene acceptors (NFAs) are reviewed including their combination for polymer-fullerene, donor polymer-NFA, all-small molecule, and all-polymer solar cells. © 2022 Elsevier B.V., All rights reserved.","Acceptor; Donor; Fullerene; Nfa; Organic Semiconductor; Photovoltaic; Solar Cell; Conjugated Polymers; Electrons; Heterojunctions; Molecules; Organic Semiconductor Materials; Polymer Solar Cells; Solar Power Generation; Acceptor; Bulk Heterojunction; Bulk-heterojunction Solar Cells; Donor; Donor/acceptor; Electron-acceptor; Non-fullerene Acceptor; Organic Photovoltaics; Photovoltaics; Polymer-fullerene; Fullerenes"
"Unique structural advances of graphdiyne for energy applications","2020","EnergyChem","65","10.1016/j.enchem.2020.100041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095843619&doi=10.1016%2Fj.enchem.2020.100041&partnerID=40&md5=746ba626aed5c6e8141dea86e5d10df8","Different from other carbon allotropes, graphdiyne (GDY) features topological sp- and sp2-hybridized carbon atoms. With the unique structural advances, a charming electronic behavior has been presented by GDY, which has shown great improvement for various energy-related fields. Inspired by this, it is time to summarize the structure-induced property enhancement. Firstly, different stacking configurations in GDY can induce specific electronic properties, bringing promising energy application. Secondly, uniform pores provide enough sites for anchoring atoms and nanoparticles, enriching the diversity of materials. Thirdly, the sufficient alkynyl groups offer active sites for doping and grafting, providing possibilities for the precise design at the molecular level. Lastly, we propose some perspectives for future trends on GDY. Through this review, we hope to provide a guideline for rational design on GDY-based materials and reveal the structure-performance relationship between functionalized GDY and energy conversion/storage. © 2022 Elsevier B.V., All rights reserved.","Alkynyl Modification; Energy Application; Graphdiyne; Pore Structure; Precise Synthesis; Carbon; Electronic Properties; Energy Conversion; Structural Design; Alkynyl Modification; Alkynyls; Carbon Allotropes; Carbon Atoms; Electronic Behaviors; Energy; Energy Applications; Graphdiyne; Pores Structure; Precise Synthesis; Pore Structure"
"Nitrogen-doped nanostructured carbons: A new material horizon for water desalination by capacitive deionization","2020","EnergyChem","109","10.1016/j.enchem.2020.100043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092005977&doi=10.1016%2Fj.enchem.2020.100043&partnerID=40&md5=0de54f5739927e7cd0f5395ef5c4c872","Capacitive deionization (CDI) is regarded as a novel, low-cost, and environmentally friendly technique that plays a critical role in desalination and water treatment. Although much progress has been achieved, the development of better CDI technologies, especially through the design and synthesis of various porous carbonaceous materials with enhanced CDI performance, continues to attract increasing interest within the scientific fraternity. Considering that previous traditional porous carbons might suffer from deficient salt adsorption capacity, the nitrogenization of porous carbons, which brings new opportunities for CDI applications, has emerged as an effective strategy to modify the surface characteristics of porous carbons and ultimately improve their CDI performance. This review summarizes the recent significant breakthroughs on the construction of NCs, including in situ doping and post-treatment strategies, and their practices in the field of CDI to impart a comprehensive understanding of the strategic evolution of the synthetic approaches to nitrogen-doped carbons (NCs) with remarkable CDI characteristics. We present an exhaustive analysis of newly synthesized NCs and the impact of their compositional and structural features on their CDI performance; further, we highlight a special emphasis on the possible role of nitrogen dopants in the CDI process. In addition to elucidating the state-of-the-art CDI applications, we address the remaining challenges, and finally, the possible direction for the use of NCs for CDI is described to provide some useful clues for future developments in this promising field. © 2022 Elsevier B.V., All rights reserved.","Capacitive Deionization; Material Design; Nitrogen-doped Carbons; Nitrogenization Strategies; Water Desalination; Doping (additives); Nitrogen; Porous Materials; Water Filtration; Water Treatment; Capacitive Deionization; Carbon A; Materials Design; Nanostructured Carbons; Nitrogen-doped; Nitrogen-doped Carbons; Nitrogenization Strategy; Performance; Porous Carbons; Water Desalination; Desalination"
"Defect engineering of the protection layer for photoelectrochemical devices","2020","EnergyChem","24","10.1016/j.enchem.2020.100039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106224926&doi=10.1016%2Fj.enchem.2020.100039&partnerID=40&md5=c8e23e76cb709a27000242ae61b65d9d","Photoelectrochemical (PEC) device integrated by solar absorber and catalyst is an economically viable solution for storing the solar energy into the fuel, synthesizing the chemical production, and purifying the environment. However, the degradation of semiconductor-based photoelectrodes during PEC reactions is one of the largest limitations for the application of PEC devices. Facing this challenge, the most prevailing strategy is to construct the protection layer on the surface of semiconductor for insulating the semiconductor from the electrolyte. The development of defect engineering in the protection layer is used to further addresses the issues from the introduction of new layer, including light transmission, charge transfer, interfacial recombination and surface activity. This review aims to discuss recent advances in the defect engineering of protection layer for PEC devices. The types, characterization, role and utilization of the defects in the protection layer are discussed and summarized. Finally, the critical challenges and future perspective towards the development of the defect engineering of protection layer for PEC devices are analyzed. © 2022 Elsevier B.V., All rights reserved.","Defect Characterization; Defect Engineering; Efficiency; Photoelectrochemical Devices; Protection Layer; Stability; Charge Transfer; Defect Engineering; Light Transmission; Photoelectrochemical Cells; Semiconductor Devices; Solar Absorbers; Solar Energy; Chemical Production; Defect Characterization; Economically Viable; Photoelectrochemical Devices; Photoelectrochemical Reaction; Photoelectrode; Protection Layers; Viable Solutions; ]+ Catalyst; Electrolytes"
"Metal-free electrocatalysts for nitrogen reduction reaction","2020","EnergyChem","52","10.1016/j.enchem.2020.100040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104433567&doi=10.1016%2Fj.enchem.2020.100040&partnerID=40&md5=1b27033ef81d3c268c6409137dd20d31","Ammonia is one of the most important chemicals in modern world for food supply, yet its production through nitrogen reduction is mainly relied on the Haber–Bosch process, requiring rigid reaction conditions including high temperature and pressure. Recently, electrocatalytic nitrogen fixation into ammonia has provoked wide attention due to its capability to be performed under mild condition, with the electricity as the only power input. Nevertheless, the conventional metal-based electrocatalysts normally suffers from their difficulty in balancing the competitive reactions of nitrogen adsorption/activation and hydrogen generation, hampering the ammonia production efficiency. Lately, metal-free electrocatalysts have turned up as a promising candidate for such an approach due to their highly controllable surface-structure and relatively sluggish hydrogen generation activity. In this review, we summarize recent progress in electrocatalytic nitrogen reduction reaction using metal-free electrocatalysts, with the particular emphasis on their electronic structure and microstructure modulations for ameliorating N<inf>2</inf> adsorption/activation and electron transfer. Finally, the challenges and future directions of metal-free catalyst for nitrogen reduction reaction are given. © 2022 Elsevier B.V., All rights reserved.","Electron Transfer; Metal-free Electrocatalyst; Nitrogen Adsorption; Nitrogen Reduction Reaction; Structure Modulation; Electrocatalysts; Electrolysis; Electronic Structure; Hydrogen Production; Metals; Modulation; Electrocatalytic; Electron Transfer; Haber-bosch Process; Hydrogen Generations; Metal-free Electrocatalysts; Nitrogen Adsorption; Nitrogen Reduction; Nitrogen Reduction Reaction; Reduction Reaction; Structure Modulation; Ammonia"
"Catalytic Effects in the Cathode of Li-S Batteries: Accelerating polysulfides redox conversion","2020","EnergyChem","59","10.1016/j.enchem.2020.100036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103432015&doi=10.1016%2Fj.enchem.2020.100036&partnerID=40&md5=6496db71f3b778d4324e3ff3633085d4","Lithium-sulfur batteries (LSBs) are regarded as one of the most promising next-generation energy storage systems because of low cost, high energy density and high specific capacity. However, some inherent problems impede their commercial process, especially, the shuttle effect and the sluggish sulfur redox result in low Coulombic efficiency, self-discharge phenomenon, capacity fade and low sulfur utilization. Numerous efforts have been devoted on physical blocking and chemical adsorption for inhibiting of lithium polysulfides (LiPSs), which are not efficient enough for high sulfur-loading and ultra-long cycling life. In recent years, the concept of catalysis is proposed in LSBs, which can not only alleviate the shuttle effect, but also accelerate the redox kinetics and prolong the lifespan. Herein, we will highlight the catalytic effects in the cathode of LSBs comprehensively. Firstly, we introduce the electrochemistry mechanism of LSBs. Then, the main problems of LSBs are summarized in detail. Furthermore, we introduce the catalytic effects of electrode materials, and then divide the materials as metal-free and metal-based catalytic materials to give an insight in the rational design and catalytic effect of these materials. Finally, the challenge and future perspective of LSBs are discussed. © 2022 Elsevier B.V., All rights reserved.","Catalytic Materials; Lithium-sulfur Batteries; Redox Kinetics; Shuttle Effect; Cathodes; Costs; Lithium Batteries; Lithium Compounds; Polysulfides; Catalytic Effects; Catalytic Materials; Higher Energy Density; Lithium/sulfur Batteries; Low-costs; Polysulphides; Redox Conversion; Redox Kinetics; Shuttle Effect; Storage Systems; Lithium Sulfur Batteries"
"Realizing efficient carbon dioxide hydrogenation to liquid hydrocarbons by tandem catalysis design","2020","EnergyChem","48","10.1016/j.enchem.2020.100038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102344908&doi=10.1016%2Fj.enchem.2020.100038&partnerID=40&md5=379dc3f404e1b1850560a49b6ccaa812","Carbon dioxide (CO<inf>2</inf>) hydrogenation to value added hydrocarbons remains a promising path to valorize the detrimental CO<inf>2</inf> from waste to useful energy resources and chemicals. Much progress has been made in the catalytic transformation of CO<inf>2</inf>, via hydrogenation, to short-chain products such as methane, methanol, formic acid, and lower olefins (C<inf>2</inf>−C<inf>4</inf>). However, the selective transformation of CO<inf>2</inf> into long-chain hydrocarbons (C<inf>5+</inf>) is still a great challenge and thus has seen few successful reports. In this perspective, we review the advances in the catalytic hydrogenation of CO<inf>2</inf> to liquid hydrocarbons, such as gasoline, jet fuel, diesel fuel, and aromatics. Emphasis is placed on strategies of tandem catalyst designs and reaction mechanisms and their influence on C–O bond cleaving and C–C coupling. Also, the fundamental factors influencing the performance of catalysts and C–C coupling mechanism that can improve selectivity for long-chain hydrocarbons through different routes are outlined. Finally, we present an outlook that summarizes the research challenges and opportunities associated with the hydrogenation of CO<inf>2</inf> to liquid hydrocarbons. © 2022 Elsevier B.V., All rights reserved.","Co2 Hydrogenation; Fischer−tropsch Synthesis; Liquid Hydrocarbons; Methanol Synthesis; Tandem Catalysis; Aromatic Hydrocarbons; Catalysis; Catalyst Selectivity; Energy Resources; Hydrogenation; Liquids; Methanol; Synthesis Gas Manufacture; C-c Coupling; Carbon Dioxide Hydrogenation; Catalytic Transformation; Chain Products; Co2 Hydrogenation; Liquid Hydrocarbons; Long Chain Hydrocarbons; Methanol Synthesis; Shorter Chains; Tandem Catalysis; Carbon Dioxide"
"MOF-based materials for photo- and electrocatalytic CO2 reduction","2020","EnergyChem","232","10.1016/j.enchem.2020.100033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105716807&doi=10.1016%2Fj.enchem.2020.100033&partnerID=40&md5=c42548f89b2392db9f1831b254d87926","Metal–organic frameworks (MOFs) have attracted much attention in photo- and electrocatalytic CO<inf>2</inf> reduction into value-added chemicals. In this review, we specially focus on the active sites of MOF-based materials to achieve visible-light absorption and efficient charge separation for photocatalytic CO<inf>2</inf> reduction, and conductivity for electrocatalytic CO<inf>2</inf> reduction, respectively. Firstly, the unique characteristics of MOF-based materials for catalytic CO<inf>2</inf> reduction are introduced. Subsequently, an overview on the recent progress and development of MOF-based materials for catalytic CO<inf>2</inf> reduction are summarized by categorizing the types of the MOF-based materials and the origin of the active sites. The active metal nodes/clusters and organic ligands can be assembled in pristine MOFs for catalytic CO<inf>2</inf> reduction. Diverse active species are also popular to integrate with MOFs to form MOF composites for catalytic CO<inf>2</inf> reduction. Besides, MOFs and their composites are intensively explored as templates and/or precursors to synthesize MOF derivatives for catalytic CO<inf>2</inf> reduction. Finally, the challenges and perspectives for further development towards MOF-based materials for CO<inf>2</inf> reduction are proposed. We have tried our best to summarize the MOF-based materials for photo- and electrocatalytic CO<inf>2</inf> reduction, aiming to inspire further ideas and exploration in this research field. © 2022 Elsevier B.V., All rights reserved.","Electrocatalytic Co2 Reduction; Metal–organic Frameworks; Mof Composites; Mof Derivatives; Photocatalytic Co2 Reduction; Carbon Dioxide; Light Absorption; Organic Chemicals; Organometallics; Photocatalytic Activity; Co 2 Reduction; Electrocatalytic; Electrocatalytic Co2 Reduction; Metalorganic Frameworks (mofs); Metal–organic Framework Composite; Metal–organic Framework Derivative; Photo-catalytic; Photocatalytic Co2 Reduction; Metals"
